# Title: Measuring the Rotation Period Distribution of Field M-dwarfs with Kepler
# Authors: A. McQuillan, S. Aigrain and T. Mazeh
#
# Table 2. M-dwarfs with detected rotation periods.
#
KID,Teff,logg,Mass,Period,Period_Err,Amplitude,Flag
10960296,3838,4.36,0.4800,19.473,0.124,4.34,NF
10960823,3722,4.30,0.4357,12.219,0.011,25.9,NF
10961247,3249,4.63,0.2694,26.135,0.121,3.3,NF
10963429,3719,4.36,0.4346,20.577,0.303,6.1,NF
10966172,3687,4.46,0.4226,26.196,12.497,11.3,NF
10966394,3936,4.55,0.5182,34.615,8.935,5.6,NF
10973447,3615,4.39,0.3959,45.853,20.333,8.1,NF
10975238,3893,4.39,0.5013,1.941,0.000,73.9,PB
10979716,3932,4.61,0.5166,13.210,0.061,13.4,EB
10990886,3727,4.38,0.4376,35.503,0.437,11.8,PL
11013096,3730,4.66,0.4387,17.471,0.034,8.8,NF
11015032,3957,4.76,0.5264,26.727,0.227,6.2,NF
11017875,3850,4.56,0.4846,3.106,0.010,3.0,PB
11018537,3956,4.59,0.5260,25.920,0.192,9.8,NF
11026645,3956,4.67,0.5260,14.712,0.086,7.9,NF
11027361,3903,4.56,0.5052,34.288,12.141,6.6,NF
11028123,3723,4.58,0.4361,33.511,0.621,5.1,NF
11029233,3885,4.58,0.4982,15.979,0.086,4.1,NF
11031515,3901,4.58,0.5045,24.010,0.129,3.0,NF
11031746,3733,4.41,0.4399,1.206,0.000,46.6,PB
11036239,3936,4.53,0.5182,33.572,0.971,4.1,NF
11036956,3800,4.51,0.4654,34.288,0.586,4.0,NF
11043244,3859,4.51,0.4881,26.319,0.273,4.3,NF
11046072,3997,4.55,0.5422,27.115,0.091,16.7,NF
11046698,3916,4.47,0.5103,21.271,0.037,9.2,NF
11071041,3745,4.53,0.4444,18.574,0.136,13.7,NF
11073120,3686,4.58,0.4222,20.270,0.015,20.5,NF
11075611,3573,4.23,0.3805,48.397,23.868,7.3,NF
11081359,3829,4.58,0.4765,17.440,0.069,3.0,NF
11081377,3905,4.55,0.5060,9.788,0.010,43.8,NF
11083500,3915,4.45,0.5099,14.702,0.318,4.7,NF
11086755,3802,4.43,0.4661,40.959,14.393,3.4,NF
11091336,3830,4.40,0.4769,1.185,0.000,61.6,PB
11092783,3967,4.40,0.5304,2.902,0.000,34.6,PB
11093009,3966,4.45,0.5300,30.834,0.184,9.5,NF
11124203,3725,4.52,0.4368,0.960,0.000,25.7,PB
11124905,3922,4.47,0.5127,37.956,13.833,9.1,NF
11127082,3748,4.54,0.4455,24.888,0.814,4.2,NF
11137924,3691,4.53,0.4241,49.603,21.277,14.6,NF
11145819,3510,4.01,0.3579,4.271,0.010,18.1,PB
11147271,3521,4.08,0.3618,1.880,0.000,27.8,PB
11180776,3884,4.51,0.4978,14.426,0.086,5.5,NF
11187207,3616,4.59,0.3962,42.482,17.853,8.0,NF
11187837,3897,4.60,0.5029,39.907,10.153,6.3,PL
11189348,3882,4.70,0.4971,34.257,0.464,6.8,NF
11192235,3931,4.55,0.5162,33.358,0.805,5.1,PL
11196403,3997,4.29,0.5422,3.617,0.010,40.2,PB
11198419,3942,4.52,0.5205,11.371,0.040,26.8,NF
11198525,3961,4.60,0.5280,21.312,0.136,3.66,NF
11233004,3888,4.49,0.4994,22.947,0.318,3.0,NF
11235958,3964,4.26,0.5292,34.002,7.244,2.87,NF
11237304,3823,4.58,0.4742,16.490,0.012,11.4,NF
11241109,3573,4.20,0.3805,55.447,21.866,19.1,NF
11241179,3917,4.66,0.5107,27.647,0.167,9.8,NF
11243547,3864,4.41,0.4901,23.141,0.366,2.2,NF
11243831,3978,4.45,0.5347,14.487,0.010,7.5,NF
11244150,3910,4.38,0.5080,9.134,0.010,43.7,NF
11250167,3951,4.47,0.5241,25.501,0.454,4.6,NF
11251458,3964,4.50,0.5292,14.569,0.010,9.7,NF
11251525,3840,4.41,0.4808,20.352,0.124,6.9,NF
11254493,3910,4.67,0.5080,18.523,0.023,10.6,NF
11285727,3839,4.64,0.4804,39.519,11.936,10.2,NF
11289422,3876,4.52,0.4947,16.470,0.025,4.5,NF
11305240,3910,4.54,0.5080,19.269,0.025,9.3,NF
11305274,3818,4.47,0.4723,36.638,0.061,4.8,NF
11337141,3819,4.46,0.4727,26.043,0.157,4.5,PL
11340510,3932,4.46,0.5166,14.753,0.037,15.3,NF
11347963,3805,4.51,0.4673,40.030,12.945,8.6,NF
11349556,3842,4.29,0.4815,14.365,0.051,10.1,NF
11356900,3991,4.60,0.5398,31.642,0.831,13.0,NF
11359869,3955,4.50,0.5256,14.161,0.037,4.9,NF
11389563,3742,4.52,0.4433,18.268,0.183,6.0,NF
11390683,3865,4.49,0.4904,19.627,0.217,4.3,NF
11391702,3964,4.50,0.5292,17.338,0.163,3.17,NF
11395206,3678,4.21,0.4192,0.613,0.000,22.4,PB
11403688,3818,4.59,0.4723,18.104,0.304,7.1,NF
11405197,3842,4.40,0.4815,33.205,0.490,5.05,NF
11411768,3723,4.84,0.4361,39.192,17.089,8.3,NF
11413094,3972,4.48,0.5323,34.788,0.420,11.2,NF
11415766,3862,4.45,0.4893,19.637,0.012,16.1,NF
11442047,3934,4.48,0.5174,29.098,11.483,7.1,NF
11446073,3976,4.44,0.5339,1.042,0.000,68.6,PB
11446732,3693,4.34,0.4248,45.128,21.211,12.8,NF
11448151,3926,4.53,0.5142,20.045,0.091,5.5,NF
11457072,3943,4.64,0.5209,23.611,0.041,5.9,NF
11462884,3849,4.47,0.4842,17.185,0.023,13.4,NF
11467290,3936,4.38,0.5182,42.257,10.687,15.1,NF
11468094,3736,4.38,0.4410,25.072,0.652,10.6,NF
11495260,3957,4.55,0.5264,14.089,0.017,10.7,NF
11495571,3523,4.07,0.3625,13.527,0.011,26.1,NF
11497958,3712,4.41,0.4319,36.535,17.566,9.7,PL
11498173,4000,4.56,0.5434,14.487,0.189,5.0,NF
11502075,3980,4.57,0.5355,12.015,0.051,6.9,NF
11509020,3583,4.56,0.3842,22.375,0.020,14.1,NF
11512270,3715,4.54,0.4331,11.790,0.010,9.7,NF
11514174,3931,4.53,0.5162,17.931,0.132,4.6,NF
11514607,3969,4.62,0.5311,37.843,9.615,4.6,NF
11515276,3826,4.53,0.4754,5.926,0.000,49.8,PB
11521274,3668,4.20,0.4155,37.230,9.212,6.2,NF
11546211,3682,4.38,0.4207,2.186,0.000,29.6,EB
11547920,3965,4.55,0.5296,22.354,0.121,4.4,NF
11548140,3639,4.17,0.4047,1.369,0.000,60.8,EB
11551186,3938,4.58,0.5189,31.427,9.222,8.8,NF
11551482,3973,4.54,0.5327,14.191,0.052,3.8,NF
11553806,3707,4.39,0.4301,23.918,0.217,5.9,NF
11559304,3640,4.66,0.4051,19.780,0.049,7.2,NF
11560326,3900,4.59,0.5041,14.968,0.111,10.7,NF
11564319,3869,4.61,0.4920,24.725,0.333,6.3,NF
11568704,3874,4.56,0.4939,33.327,0.359,11.7,NF
11601794,3816,4.52,0.4715,19.054,0.081,13.5,NF
11602234,3981,4.45,0.5359,43.013,18.168,2.6,NF
11605209,3810,4.56,0.4692,21.374,0.025,8.9,NF
11611474,3959,4.73,0.5272,18.288,0.166,4.8,NF
11612409,3723,4.35,0.4361,27.279,0.212,7.4,NF
11618198,3812,4.62,0.4700,21.190,0.260,6.7,NF
11653259,3708,4.61,0.4304,30.855,10.228,8.5,NF
11656160,4000,4.28,0.5434,34.850,0.149,4.0,NF
11656398,3916,4.30,0.5103,33.123,0.157,8.3,NF
11657761,3731,4.42,0.4391,46.936,12.340,9.8,NF
11662769,3974,4.56,0.5331,18.911,0.029,5.4,NF
11663055,3953,4.49,0.5248,19.555,0.037,4.1,NF
11668095,3919,4.52,0.5115,26.298,0.121,7.7,NF
11672056,3653,4.16,0.4099,36.351,0.035,14.9,NF
11672332,3972,4.56,0.5323,22.569,0.027,5.5,NF
11674867,3575,4.20,0.3813,41.685,19.785,19.1,HM
11702167,3689,4.38,0.4233,18.513,0.169,24.8,NF
11702828,3926,4.56,0.5142,38.364,12.355,8.8,NF
11707911,3976,4.44,0.5339,31.407,0.376,5.2,NF
11708334,3913,4.48,0.5091,40.683,15.996,8.6,NF
11710354,3821,4.44,0.4734,37.353,15.476,9.9,NF
11713989,3846,4.56,0.4831,16.950,0.269,4.3,NF
11752232,3909,4.43,0.5076,28.045,0.026,9.3,NF
11763820,3580,4.17,0.3831,48.581,13.491,2.7,NF
11764055,3836,4.62,0.4792,20.107,0.136,4.4,NF
11766827,3934,4.80,0.5174,46.384,15.197,4.75,NF
11767303,3737,4.70,0.4414,28.280,0.258,7.4,NF
11769300,3673,4.58,0.4173,35.003,0.175,9.2,NF
11769500,3676,4.22,0.4184,22.804,0.142,9.9,NF
11770410,3931,4.58,0.5162,19.310,0.025,14.2,NF
11770517,3819,4.50,0.4727,39.069,16.067,16.1,NF
11774350,3776,4.76,0.4562,28.178,0.030,12.1,NF
11774947,3810,4.46,0.4692,33.378,0.079,9.0,NF
11775907,3905,4.69,0.5060,17.604,0.057,9.6,NF
11802265,3784,4.36,0.4592,17.348,0.163,9.2,NF
11802278,3838,4.41,0.4800,27.258,0.017,12.8,NF
11808734,3809,4.42,0.4688,6.610,0.005,19.4,PB
11811567,3925,4.47,0.5138,28.015,0.091,13.8,NF
11815179,3527,4.11,0.3640,47.988,21.673,10.3,NF
11819057,3968,4.39,0.5307,14.712,0.051,6.4,NF
11852982,3804,4.56,0.4669,16.224,0.049,9.6,PL
11853130,3808,4.51,0.4684,20.209,0.136,10.1,NF
11858066,3903,4.56,0.5052,21.108,0.136,4.9,NF
11858962,3911,4.62,0.5084,21.435,0.041,7.0,NF
11859256,3930,4.67,0.5158,17.491,0.034,3.5,NF
11860280,3907,4.47,0.5068,14.855,0.025,7.0,NF
11862402,3833,4.44,0.4781,30.814,0.551,10.8,NF
11868600,3921,4.56,0.5123,35.166,0.192,5.1,NF
11870769,3688,4.58,0.4229,5.905,0.000,24.1,PB
11870826,3933,4.62,0.5170,24.725,0.088,6.3,NF
11905939,3831,4.51,0.4773,27.974,0.464,4.34,NF
11923270,3833,4.40,0.4781,36.474,0.122,17.6,PL
11955005,3978,4.56,0.5347,16.592,0.062,8.1,NF
11955208,3757,4.32,0.4490,1.226,0.020,40.4,PB
11960496,3894,4.37,0.5017,28.198,0.030,9.3,NF
11961075,3606,4.15,0.3926,4.444,0.005,27.0,PB
11961565,3694,4.53,0.4252,19.085,0.025,17.1,NF
11974938,3585,4.04,0.3849,42.155,21.105,5.9,NF
12005016,3625,4.67,0.3995,23.264,0.166,5.8,NF
12007544,3873,4.59,0.4936,2.759,0.000,39.8,PB
12007684,3661,4.39,0.4129,34.574,0.472,6.0,NF
12011367,4000,4.57,0.5434,15.713,0.043,8.7,NF
12017704,3963,4.56,0.5288,14.171,0.121,6.8,NF
12055458,3920,4.52,0.5119,15.407,0.032,5.5,NF
12060710,3730,4.44,0.4387,16.980,0.407,14.1,NF
12066569,3978,4.64,0.5347,17.961,0.109,7.5,NF
12102169,3912,4.53,0.5088,33.409,9.506,6.1,NF
12109472,3880,4.78,0.4963,35.105,0.315,8.4,NF
12111335,3986,4.47,0.5378,29.261,0.045,9.1,NF
12119180,3812,4.72,0.4700,23.305,0.142,6.2,NF
12122143,3816,4.43,0.4715,36.770,0.551,8.3,NF
12157004,3806,4.60,0.4677,33.746,0.744,3.07,NF
12158722,3910,4.55,0.5080,10.176,0.080,11.5,NF
12159633,3507,4.03,0.3568,50.808,24.074,9.2,NF
12200438,3962,4.52,0.5284,19.330,0.464,3.5,NF
12201892,3794,4.68,0.4631,17.113,0.017,44.1,NF
12201933,3828,4.66,0.4761,17.828,0.080,4.6,NF
12203198,3872,4.56,0.4932,25.001,0.095,4.3,NF
12207432,3863,4.46,0.4897,1.696,0.000,56.5,PB
12214368,3989,4.52,0.5390,29.098,0.121,5.8,NF
12214389,3913,4.68,0.5091,24.040,0.136,5.3,NF
12215430,3925,4.49,0.5138,25.256,0.167,7.9,NF
12252762,3687,4.45,0.4226,31.049,0.411,5.7,NF
12254051,3895,4.63,0.5021,16.265,0.021,8.1,NF
12254596,3883,4.53,0.4974,18.584,0.023,5.9,NF
12254821,3998,4.55,0.5426,28.321,0.364,2.4,NF
12257338,3819,4.37,0.4727,28.239,0.409,7.7,NF
12258055,3952,4.35,0.5244,2.759,0.000,34.7,PB
12258225,3974,4.41,0.5331,0.940,0.000,17.6,PB
12264593,3580,4.36,0.3831,44.218,16.631,8.7,NF
12304013,3739,4.41,0.4421,19.024,0.049,16.6,NF
12306931,3859,4.61,0.4881,20.107,0.099,13.1,NF
12314646,3716,4.46,0.4334,2.718,0.000,47.3,PB
12315227,3882,4.47,0.4971,33.205,0.070,5.7,NF
12316635,3662,4.43,0.4132,45.158,23.096,5.1,NF
12350839,3668,4.53,0.4155,40.908,18.330,12.88,NF
12353946,3902,4.53,0.5048,14.937,0.056,9.3,NF
12356051,3686,4.31,0.4222,15.734,0.000,27.3,NF
12356489,3817,4.45,0.4719,11.739,0.091,16.5,NF
12356588,3924,4.58,0.5135,14.957,0.025,17.9,NF
12365719,3735,4.47,0.4406,0.858,0.000,32.6,PB
12400394,3931,4.50,0.5162,34.308,0.289,7.1,NF
12402078,3857,4.54,0.4873,17.215,0.011,13.1,NF
12403318,3540,4.14,0.3686,36.260,0.341,11.0,NF
12405814,3960,4.68,0.5276,22.916,0.095,8.5,NF
12454007,3826,4.52,0.4754,23.315,0.034,11.6,NF
12456401,3812,4.45,0.4700,28.117,0.530,5.18,NF
12456781,3995,4.27,0.5414,10.973,6.202,5.8,NF
12458323,3968,4.47,0.5307,34.237,0.245,4.4,NF
12459760,3907,4.55,0.5068,33.521,0.175,13.0,NF
12470124,3864,4.56,0.4901,28.914,0.273,5.4,HM
12505044,3932,4.53,0.5166,36.372,0.096,12.1,NF
12505054,3711,4.50,0.4316,28.096,0.273,6.6,NF
12507882,3931,4.53,0.5162,25.154,0.258,4.4,NF
12555642,0,-inf,0.0000,39.110,14.248,6.5,NF
12556374,3975,4.73,0.5335,13.742,0.025,5.5,NF
12599416,3724,4.56,0.4365,16.265,0.086,16.6,NF
12599700,3887,4.33,0.4990,1.022,0.000,62.9,EB
12643996,3614,4.65,0.3955,44.361,13.587,8.4,NF
12646841,3511,4.04,0.3583,3.300,0.030,9.79,NF
12688834,3827,4.60,0.4758,19.289,0.087,7.7,NF
12689979,3875,4.66,0.4943,29.772,0.516,6.2,NF
12691684,3662,4.23,0.4132,38.824,10.378,11.2,NF
12784183,3774,4.62,0.4554,18.176,0.017,11.1,NF
